iso_name,rx_name,ref_name,fold,titer,month,infection,num_result,variant
Alpha,BNT162b2,Jalkanen21,0.5,2560.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,32.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,40.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.3,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,1280.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,1280.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,4.0,10.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,40.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,40.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,1280.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.3,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.3,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,2.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.3,1280.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.3,1280.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,16.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,2560.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,2.0,640.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,1280.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,1280.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,1280.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,1280.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,640.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,0.5,320.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,4.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,640.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,640.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,4.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,2.0,320.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,8.0,80.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,Alpha
B.1.463,BNT162b2,Jalkanen21,1.0,160.0,1,naive,1,B.1.463
Beta,BNT162b2,Jalkanen21,4.0,40.0,1,naive,1,Beta
Alpha,BNT162b2,Jalkanen21,0.5,160.0,1,naive,1,Alpha
Beta,BNT162b2,Jalkanen21,2.0,40.0,1,naive,1,Beta
Alpha,Ad26.COV2.S,Jongeneelen21,1.2,79.0,>=2,naive,1,Alpha
Beta,Ad26.COV2.S,Jongeneelen21,9.1,10.0,>=2,naive,1,Beta
Kappa,Ad26.COV2.S,Jongeneelen21,1.4,65.0,>=2,naive,1,Kappa
Delta,Ad26.COV2.S,Jongeneelen21,1.7,53.0,>=2,naive,1,Delta
Gamma,Ad26.COV2.S,Jongeneelen21,9.1,10.0,>=2,naive,1,Gamma
Zeta,Ad26.COV2.S,Jongeneelen21,2.3,40.0,>=2,naive,1,Zeta
Alpha,Ad26.COV2.S,Jongeneelen21,1.0,196.0,>=2,naive,1,Alpha
Beta,Ad26.COV2.S,Jongeneelen21,3.4,58.0,>=2,naive,1,Beta
Kappa,Ad26.COV2.S,Jongeneelen21,1.1,182.0,>=2,naive,1,Kappa
Delta,Ad26.COV2.S,Jongeneelen21,1.5,134.0,>=2,naive,1,Delta
Gamma,Ad26.COV2.S,Jongeneelen21,2.6,75.0,>=2,naive,1,Gamma
Zeta,Ad26.COV2.S,Jongeneelen21,2.2,91.0,>=2,naive,1,Zeta
Alpha,Ad26.COV2.S,Jongeneelen21,1.0,196.0,>=2,naive,1,Alpha
Beta,Ad26.COV2.S,Jongeneelen21,2.6,75.0,>=2,naive,1,Beta
Kappa,Ad26.COV2.S,Jongeneelen21,1.1,182.0,>=2,naive,1,Kappa
Delta,Ad26.COV2.S,Jongeneelen21,1.1,174.0,>=2,naive,1,Delta
Gamma,Ad26.COV2.S,Jongeneelen21,2.6,75.0,>=2,naive,1,Gamma
Beta,Ad26.COV2.S,Jongeneelen21,2.6,91.0,>=2,naive,1,Beta
Kappa,Ad26.COV2.S,Jongeneelen21,1.5,154.0,>=2,naive,1,Kappa
Delta,Ad26.COV2.S,Jongeneelen21,1.5,154.0,>=2,naive,1,Delta
Gamma,Ad26.COV2.S,Jongeneelen21,2.3,105.0,>=2,naive,1,Gamma
Zeta,Ad26.COV2.S,Jongeneelen21,1.9,124.0,>=2,naive,1,Zeta
Alpha,Ad26.COV2.S,Jongeneelen21,1.0,355.0,>=2,naive,1,Alpha
Beta,Ad26.COV2.S,Jongeneelen21,1.7,205.0,>=2,naive,1,Beta
Kappa,Ad26.COV2.S,Jongeneelen21,1.1,338.0,>=2,naive,1,Kappa
Delta,Ad26.COV2.S,Jongeneelen21,0.5,726.0,>=2,naive,1,Delta
Gamma,Ad26.COV2.S,Jongeneelen21,3.7,96.0,>=2,naive,1,Gamma
Zeta,Ad26.COV2.S,Jongeneelen21,1.2,298.0,>=2,naive,1,Zeta
Alpha,Ad26.COV2.S,Jongeneelen21,0.7,708.0,>=2,naive,1,Alpha
